LRIMOShipNo,ShipName,ShipStatus,ShiptypeLevel5,GrossTonnage,Deadweight,BollardPull,Breadth,BunkersDescriptiveNarrative,CargoCapacitiesNarrative,CargoGradesSegregations,ClassNarrative,CountryOfBuild,DateOfBuild,Displacement,Draught,FlagCode,FlagName,FuelConsumptionTotal,FuelType1Capacity,FuelType1Code,FuelType1First,FuelType2Capacity,FuelType2Code,FuelType2Second,GasCapacity,GrainCapacity,HullType,HullTypeCode,IceCapabilityDescriptiveNarrative,Length,LiquidCapacity,MaritimeMobileServiceIdentityMMSINumber,NumberofTanks,Operator,PassengerCapacity,PortofRegistryCode,PortofRegistry,SegregatedBallastCapacity,SegregatedBallastTanks,Shipbuilder,ShiptypeGroup,ShiptypeLevel2,ShiptypeLevel3,ShiptypeLevel4,ShiptypeLevel5HullType,ShiptypeLevel5SubGroup,ShiptypeLevel5SubType,SlopTankCapacity,Speed,StandardShipDesign,StatCode5,TEU
9313292,CONCORDIA,In Service/Commission,Bulk Carrier,43069,82499,0,32.26,,"Grain 96,222; Bale 94,293",0,Nippon Kaiji Kyokai (2011-04-00)Survey Type: Date: 2011-04  NK: Special Survey Date: 2011-04-15 Class Notation: NS*(BC-A)(ESP)(IWS)(PSCM)/MNS*,Japan,201104,0,14.526,LIB,Liberia,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,96222,Double Hull,DHE,,224.99,0,636092213,,Orion Bulkers GmbH & Co KG,0,4028,Monrovia                              ,0,,Oshima Shipbuilding Co Ltd,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Oshima J-Max,A21A2BC,0
9313905,SEAGO ANTWERP,In Service/Commission,Container Ship (Fully Cellular),48788,53701,0,32.18,,"TEU: 4,504 TEU @14:3,000 incl 1400 ref C",0,"American Bureau of Shipping (2009-05-00) AB: Special Survey Date: 2010-12-06 Class Notation: A1, Container Carrier, AMS, ACCU, TCM  Service Restriction: Unrestricted Service",Germany,200605,76415,12.2,DIS,Denmark (Dis),0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,294.1,0,219216000,,Seago Line A/S,0,276,Copenhagen,0,,Volkswerft Stralsund GmbH,Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,21,VW 5000,A33A2CC,4504
9314076,PACIFIC TIARA,In Service/Commission,Bulk Carrier,90091,180310,0,45,Fuel: consumption: 44.70pd,"Grain 199,725",0,"Nippon Kaiji Kyokai (2004-10-00) NK: Special Survey Date: 2009-10-27 Class Notation: NS*(BC, SHC 2,4,6,8 E)(ESP)(IWS)/MNS* CHG, MPP, LSA, RCF, M0, AFS",Japan,200410,0,18.17,PAN,Panama,44.7,244,DF,Distillate Fuel,4741,RF,Residual Fuel,0,199725,Double Bottom Entire Compartment Length,DBE,,288.93,0,352377000,,Mitsui OSK Lines Ltd,0,1010,Panama,0,,Koyo Dockyard Co Ltd,Capesize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9314234,CSCL ZEEBRUGGE,In Service/Commission,Container Ship (Fully Cellular),108069,111737,0,45.6,,"TEU: 9,572 TEU @14:6,500 C Ho 4666 TEU C Dk 4906 TEU incl 700 ref C",0,"Lloyd's Register (2007-03-15)LR Class: + 100 A1 Survey Type: Continuous Survey Date: 2012-03 Class Notation: container ship:ShipRight (SDA, FDA, CM) :*IWS:LI:EP LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 23369 LR Hull Notes: 12BH WB25420.5T","Korea, South",200703,146852,15,HKG,"Hong Kong, China",0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,336.668,0,477690700,,China Shipping Container Lines,0,9377,Hong Kong,0,,Samsung Heavy Inds - Geoje,Post Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,25.2,Samsung 9000,A33A2CC,9572
9314246,XIN BEIJING,In Service/Commission,Container Ship (Fully Cellular),108069,111571,0,45.6,,"TEU: 9,572 TEU @14:6,500 C Ho 4666 TEU C Dk 4906 TEU incl 700 ref C.",0,"Lloyd's Register (2007-04-19)LR Class: + 100 A1 Survey Type: Special Survey Date: 2012-04 Class Notation: container ship:ShipRight(SDA, FDA, CM) :*IWS:LI:EP LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 23439 LR Hull Notes: 12BH WB25420T","Korea, South",200704,146852,15.03,HKG,"Hong Kong, China",0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,336.7,0,477768100,,China Shipping Container Lines,0,9377,Hong Kong,0,,Samsung Heavy Inds - Geoje,Post Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,25.2,Samsung 9000,A33A2CC,9572
9314363,ZEELANDIA,In Service/Commission,General Cargo Ship,9990,12500,0,21.5,,"Crew 18; Grain 17,010; Bale 17,010; TEU: 766 C Ho 306 TEU C Dk 460 TEU incl 120 ref C.",0,"Lloyd's Register (2005-07-29)LR Class: + 100 A1 Survey Type: Special Survey Date: 2010-07 Class Notation: strengthened for heavy cargoes,:container cargoes in holds, on upper deck and all hatch covers:LI:Ice Class 1C at draught of 8.86m:Max/min draught fwd 8.86/3.80m:Max/min draught aft 8.86/5.62m :Power required 2210kw, power installed 8200kw LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 4426 LR Hull Notes: 9BH WB4936T",Japan,200507,17715,8.42,SWZ,Switzerland,0,83,DF,Distillate Fuel,1034,RF,Residual Fuel,0,17010,,,FS Ice Class 1C,139.95,0,269076000,,Enzian Ship Management AG,0,9511,Basel,0,,Kyokuyo Zosen Chofu,,Dry Cargo/Passenger,General Cargo,General Cargo Ship,Ship Shape Including Multi-Hulls,General Cargo,General Cargo,,17,,A31A2GX,766
9314624,G. B. CORRADO,In Service/Commission,Bulk Carrier,40154,77061,0,32.26,,"Grain 90,588; Bale 88,984; Segregated Ballast 22,977",0,"American Bureau of Shipping (2008-03-00)Survey Type: Date: 2008-03  AB: Class Notation: (+)A1, Bulk Carrier, BC-A (holds 2, 4 and 6 may be empty), (E), (+)AMS, (+)ACCU, GRAB , HCS, SHR  Service Restriction: Unrestricted Service",Japan,200803,0,14.198,BAH,Bahamas,0,123.1,DF,Distillate Fuel,1934,RF,Residual Fuel,0,90588,Double Hull,DHE,,225,0,311002500,,Gestion Maritime SAM,0,9961,Nassau                                ,22977,,Oshima Shipbuilding Co Ltd,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Oshima 76D,A21A2BC,0
9314636,FRANCESCO CORRADO,In Service/Commission,Bulk Carrier,40154,77061,0,32.26,,"Grain 90,200; Bale 88,984",0,"American Bureau of Shipping (2008-05-00)Survey Type: Date: 2008-05  AB: Class Notation: (+)A1, Bulk Carrier, BC-A (holds 2, 4 and 6 may be empty), (E), (+)AMS, (+)ACCU, GRAB , HCS, SHR  Service Restriction: Unrestricted Service",Japan,200805,0,14.1,BAH,Bahamas,0,125,DF,Distillate Fuel,1934,RF,Residual Fuel,0,90200,Double Hull,DHE,,225,0,311002600,,Gestion Maritime SAM,0,9961,Nassau                                ,0,,Oshima Shipbuilding Co Ltd,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Oshima 76D,A21A2BC,0
9314648,AZUR,In Service/Commission,Bulk Carrier,42712,82282,0,32.26,,"Grain 96,041; Bale 94,473",0,Det norske Veritas (2007-11-00)Survey Type: Date: 2007-11 ,Japan,200711,0,14.426,MAI,Marshall Islands,0,220,DF,Distillate Fuel,1870,RF,Residual Fuel,0,96041,Double Hull,DHE,,224.86,0,538002853,,Transocean Maritime Agencies,0,100,Majuro                                ,0,,Oshima Shipbuilding Co Ltd,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Oshima J-Max,A21A2BC,0
9314935,VIOLET,In Service/Commission,Container Ship (Fully Cellular),28927,39155,0,30,,"TEU: 2,824 TEU @14:2,030 C Ho 1026 TEU C Dk 1798 TEU incl 586 ref C",0,"Germanischer Lloyd (2009-12-00) GL: Special Survey Date: 2011-02-16 Class Notation: +/ 100 A5 WITH FREEBOARD 4.837 M CONTAINER SHIP IW RSD SOLAS-II-2,REG.19 C2P58","Korea, South",200601,0,12,HKG,"Hong Kong, China",0,215,DF,Distillate Fuel,3241,RF,Residual Fuel,0,0,,,,222.15,0,477791600,,Hapag-Lloyd AG,0,9377,Hong Kong,0,,Hyundai Mipo Dockyard Co Ltd,Sub Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,23,,A33A2CC,2824
9314947,CAMELLIA,In Service/Commission,Container Ship (Fully Cellular),28927,39200,0,30,,"TEU: 2,824 TEU @14:2,030 C Ho 1026 TEU C Dk 1798 TEU incl 586 ref C",0,"Germanischer Lloyd (2010-02-00)Survey Type: Date: 2006-04  GL: Special Survey Date: 2011-04-26 Class Notation: +/ 100 A5 WITH FREEBOARD 4837 M CONTAINER SHIP IW RSD SOLAS-II-2,REG.19 C2P58","Korea, South",200604,0,12,HKG,"Hong Kong, China",0,215,DF,Distillate Fuel,3241,RF,Residual Fuel,0,0,,,,222.15,0,477791900,,Hapag-Lloyd AG,0,9377,Hong Kong,0,,Hyundai Mipo Dockyard Co Ltd,Sub Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,23,,A33A2CC,2824
9315240,MAERSK SENANG,In Service/Commission,Container Ship (Fully Cellular),79702,87608,0,40,,"TEU: 6,478 TEU @14:5,500 C Ho 2800 TEU C Dk 3678 TEU incl. 1000 ref C.",0,"Lloyd's Register (2007-07-23)LR Class: + 100 A1 Survey Type: Special Survey Date: 2012-07 Class Notation: container ship:ShipRight (SDA, FDA, CM) :*IWS:LI LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 19682 LR Hull Notes: 11BH","Korea, South",200707,115832,14,SNG,Singapore,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,318.41,0,565482000,,Maersk A/S,0,610,Singapore,0,,Hyundai Heavy Inds - Ulsan,Post Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,25.1,Hyundai 6500,A33A2CC,6478
9315771,SEAVALOUR,In Service/Commission,Chemical/Products Tanker,29348,46702,0,32.2,,"Liquid @ 98% 51,909; Segregated Ballast 23,896; Slops 1,040",7,Det Norske Veritas (2007-03-00)Survey Type: Date: 2007-03 ,"Korea, South",200703,56279,12.217,MTA,Malta,0,187,DF,Distillate Fuel,1315,RF,Residual Fuel,0,0,Double Hull (Marpol),DH,,183.2,51909,248298000,14,Thenamaris Ships Management,0,9130,Valletta,23896,,Hyundai Mipo Dockyard Co Ltd,MR Large - Tanker,Tankers,Chemical,Chemical/Oil Products Tanker,Ship Shape Including Multi-Hulls,Petroleum Products,Chemical/Products Tanker,1040,14.5,,A12B2TR,0
9315783,SEAVICTORY,In Service/Commission,Chemical/Products Tanker,29348,46702,0,32.2,,"Liquid @ 98% 51,909; Segregated Ballast 23,896; Slops 1,040",7,Det Norske Veritas (2007-06-00)Survey Type: Date: 2007-06 ,"Korea, South",200706,56279,12.217,MTA,Malta,0,200.6,DF,Distillate Fuel,1335.42,RF,Residual Fuel,0,0,Double Hull (Marpol),DH,,183.2,51909,248299000,14,Thenamaris Ships Management,0,9130,Valletta,23896,,Hyundai Mipo Dockyard Co Ltd,MR Large - Tanker,Tankers,Chemical,Chemical/Oil Products Tanker,Ship Shape Including Multi-Hulls,Petroleum Products,Chemical/Products Tanker,1040,14.5,,A12B2TR,0
9316062,SHIN YO,In Service/Commission,Bulk Carrier,40042,76863,0,32.2,,"Grain 90,911; Segregated Ballast 24,318",0,"Nippon Kaiji Kyokai (2006-02-00) NK: Class Notation: NS*(BC, SHC 2,4,6 E)(ESP)/MNS* MPP, LSA, RCF, M0, AFS",Japan,200602,0,14.2,PAN,Panama,0,2470,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,90911,,,,225,0,371816000,,Chugoku Sougyo Co Ltd,0,1010,Panama,24318,,Sasebo Sasebo,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9316141,OTELLO,In Service/Commission,Vehicles Carrier,60942,22564,0,32.26,,"Crew 15; Segregated Ballast 8,140; Cars 6,713",0,"Lloyd's Register (2006-08-25)LR Class: + 100 A1 Survey Type: Special Survey Date: 2011-08 Class Notation: vehicle carrier:moveable decks :deck Nos. 1, 3, 5 & 8 strengthened for the carriage of roll on-roll off cargoes:*IWS:LI LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 12722 LR Hull Notes: 4BH","Korea, South",200608,43347,11.3,SWD,Sweden,0,290,DF,Distillate Fuel,4093,RF,Residual Fuel,0,0,,,,199,0,266210000,,Wallenius Wilhelmsen Logistics,0,2127,Stockholm,8140,,Daewoo Shipbuilding & Marine,,Dry Cargo/Passenger,Ro-Ro Cargo,Vehicles Carrier,Ship Shape Including Multi-Hulls,Ro-Ro,Vehicles Carrier,,19,,A35B2RV,0
9316153,GENCO WARRIOR,In Service/Commission,Bulk Carrier,31069,55435,0,32.26,,"Crew 25; Grain 69,452; Bale 65,978",0,Det norske Veritas (2008-01-00),"China, People's Republic Of",200501,0,12.522,MAI,Marshall Islands,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,69452,,,,189.9,0,538002808,,GENCO,0,100,Majuro                                ,0,,Nantong COSCO KHI Ship Eng,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9316165,GENCO PREDATOR,In Service/Commission,Bulk Carrier,31069,55407,0,32.26,,"Crew 25; Grain 69,452; Bale 65,978",0,Det norske Veritas (2008-01-00),"China, People's Republic Of",200502,0,12.522,MAI,Marshall Islands,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,69452,,,,189.9,0,538002113,,GENCO,0,100,Majuro                                ,0,,Nantong COSCO KHI Ship Eng,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9316220,GENCO PROVENCE,In Service/Commission,Bulk Carrier,31264,55317,0,32.26,,"Crew 25; Grain 69,540; Bale 66,966",0,Det norske Veritas (2010-10-00),"China, People's Republic Of",200408,64449,12.522,MAI,Marshall Islands,0,1956,RF,Residual Fuel,0,NN,Not Applicable,0,69540,,,,189.9,0,538002973,,GENCO,0,100,Majuro                                ,0,,Nantong COSCO KHI Ship Eng,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.6,,A21A2BC,0
9316658,DOUBLE PROSPERITY,In Service/Commission,Bulk Carrier,39727,76633,0,32.26,Fuel: consumption: 38.00pd,"Grain 90,740",0,"Nippon Kaiji Kyokai (2005-06-00) NK: Special Survey Date: 2010-06-28 Class Notation: NS*(BC, SHC 2,4,6 E)(ESP)/MNS* CHG, MPP, LSA, RCF, AFS",Japan,200507,0,14.139,PAN,Panama,38,2970,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,90740,,,,224.94,0,371163000,,PCL Shipping Pte Ltd,0,1010,Panama,0,,Imabari Shipbuilding - Marugam,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,13.8,Imabari 76,A21A2BC,0
9316660,AGIOS KONSTANTINOS,In Service/Commission,Bulk Carrier,39736,76629,0,32.26,,"Grain 90,740",0,"Bureau Veritas (2009-10-00) BV: Special Survey Date: 2010-02-01 Class Notation: I Bulk carrier ESP -heavycargo -nonhomload (Holds 2, 4, 6 may be empty)",Japan,200410,0,14.139,CYP,Cyprus,0,2970,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,90740,,,,224.94,0,212026000,,Ilios Shipping Co SA,0,23,Limassol,0,,Imabari Shipbuilding - Marugam,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,15.3,Imabari 76,A21A2BC,0
9316854,CMB SAKURA,In Service/Commission,Bulk Carrier,38891,75765,0,32.26,,"Crew 25; Grain 89,201; Segregated Ballast 20,507",0,"Nippon Kaiji Kyokai (2006-09-00)Survey Type: Date: 2006-09  NK: Class Notation: NS*(BC, SHC 2,4,6 E)(ESP)/MNS* CHG, MPP, LSA, RCF, M0, AFS",Japan,200609,0,13.995,PAN,Panama,0,2660,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,89201,,,,225,0,371784000,,Bocimar International NV,0,1010,Panama,20507,,Sanoyas Hishino Meisho Corp,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,13.8,,A21A2BC,0
9316866,NAVIOS SAGITTARIUS,In Service/Commission,Bulk Carrier,38849,75756,0,32.26,,"Grain 89,201; Segregated Ballast 20,507",0,"Nippon Kaiji Kyokai (2006-11-00)Survey Type: Date: 2006-11  NK: Class Notation: NS*(BC, SHC 2,4,6 E)(ESP)/MNS* CHG, MPP, LSA, RCF, M0, AFS",Japan,200611,0,13.99,PAN,Panama,0,2660,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,89201,,,,225,0,372070000,,Navios Shipmanagement Inc,0,1010,Panama,20507,,Sanoyas Hishino Meisho Corp,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9316878,MARITIME HARESHIO,In Service/Commission,Bulk Carrier,38888,75740,0,32.26,,"Grain 89,201; Segregated Ballast 20,507",0,"Nippon Kaiji Kyokai (2006-11-00) NK: Class Notation: NS*(BC, SHC 2,4,6 E)(ESP)(PSCM)/MNS* CHG, MPP, LSA, RCF, AFS",Japan,200611,0,13.995,PAN,Panama,0,2660,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,89201,,,,225,0,372181000,,IMC Shipping Co Pte Ltd IMCSC,0,1010,Panama,20507,,Sanoyas Hishino Meisho Corp,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14,,A21A2BC,0
9316907,CORAL GARNET,In Service/Commission,Bulk Carrier,38893,75674,0,32.26,,"Grain 89,201",0,"Nippon Kaiji Kyokai (2007-04-00)Survey Type: Date: 2007-04  NK: Class Notation: NS*(BC, SHC 2,4,6 E)(ESP)/MNS* CHG, MPP, LSA, RCF, M0, AFS",Japan,200704,0,13.995,PAN,Panama,0,2810,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,89201,,,,225,0,372645000,,World Marine Co Ltd,0,1010,Panama,0,,Sanoyas Hishino Meisho Corp,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9316919,PAX SILVA,In Service/Commission,Wood Chips Carrier,39802,46900,0,32.2,,"Crew 28; Grain 102,040; Segregated Ballast 8,774",0,"Nippon Kaiji Kyokai (2007-11-00)Survey Type: Date: 2007-11  NK: Class Notation: NS*/MNS* CHG, MPP, LSA, RCF, M0, AFS",Japan,200711,0,11.178,PAN,Panama,0,2400,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,102040,,,,199.99,0,351377000,,Iino Kaiun Kaisha Ltd,0,1010,Panama,8774,,Sanoyas Hishino Meisho Corp,,Bulk Carriers,Other Bulk Dry,Wood Chips Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Wood Chips Carrier,,14.3,,A24B2BW,0
9316921,NEW BLESSING,In Service/Commission,Bulk Carrier,21059,35287,0,28.4,Fuel: consumption: 25.80pd,"Crew 20; Grain 46,185; Bale 44,052",0,"Nippon Kaiji Kyokai (2005-05-00) NK: Special Survey Date: 2010-04-02 Class Notation: NS*(BC)(PS-DA)(ESP)/MNS* CHG, MPP, LSA, RCF, AFS",Japan,200505,0,10.416,PAN,Panama,25.8,174.28,DF,Distillate Fuel,1710,RF,Residual Fuel,0,46185,,,,175.6,0,371076000,,Hsin Chien Marine Co Ltd-CHT,0,1010,Panama,0,,Shikoku Dockyard,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.2,,A21A2BC,0
9316945,KEN TOKU,In Service/Commission,Bulk Carrier,17979,29678,0,27,,"Grain 40,031; Bale 38,422",0,"Nippon Kaiji Kyokai (2005-11-00) NK: Class Notation: NS*(BC, SHC 2,4 E)(ESP)/MNS* CHG, MPP, LSA, RCF, AFS",Japan,200511,0,9.716,PAN,Panama,0,1680,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,40031,,,,170.7,0,371628000,,Inui Steamship Co Ltd,0,1010,Panama,0,,Shikoku Dockyard,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.3,,A21A2BC,0
9316957,SH GRACE,In Service/Commission,Bulk Carrier,17944,29828,0,27,,"Grain 40,031; Bale 38,422",0,"Nippon Kaiji Kyokai (2006-04-00)Survey Type: Date: 2006-04  NK: Class Notation: NS*(BC, SHC 2,4 E)(ESP)/MNS* CHG, MPP, LSA, RCF, AFS",Japan,200604,0,9.716,PAN,Panama,0,1680,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,40031,,,,170.7,0,371993000,,Sanko Steamship Co Ltd,0,1010,Panama,0,,Shikoku Dockyard,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.3,,A21A2BC,0
9316969,GLOBAL PROSPERITY,In Service/Commission,Bulk Carrier,21100,33721,0,28.8,,"Grain 43,331; Bale 42,166",0,"Nippon Kaiji Kyokai (2006-05-00)Survey Type: Date: 2006-05  NK: Class Notation: NS*(BC)/MNS* CHG, MPP, LSA, RCF, AFS",Japan,200605,0,9.826,PAN,Panama,0,1930,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,43331,,,,176.83,0,353285000,,MK Shipmanagement Co Ltd,0,1010,Panama,0,,Shin Kochi,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.3,,A21A2BC,0
9316983,ATLANTIC SPIRIT,In Service/Commission,Bulk Carrier,21192,33427,0,28.2,,"Grain 44,642; Bale 43,765",0,"Nippon Kaiji Kyokai (2007-09-00)Survey Type: Date: 2007-08  NK: Class Notation: NS*(BC)/MNS* CHG, MPP, LSA, RCF, AFS",Japan,200708,0,10.031,PAN,Panama,0,1405,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,44642,,,,179.99,0,357798000,,NS United Kaiun Kaisha Ltd,0,1010,Panama,0,,Shin Kochi,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.3,,A21A2BC,0
9317042,GENIUS STAR II,In Service/Commission,General Cargo Ship,7243,10650,0,18.2,,"Grain 15,444",0,Bureau Veritas (2005-07-00) BV: Special Survey Date: 2010-06-01 Class Notation: I General cargo ship  ,Japan,200507,0,8.6,PAN,Panama,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,15444,,,,121.1,0,371168000,,Eastern Car Liner Ltd ECL,0,1010,Panama,0,,Murakami Hide,,Dry Cargo/Passenger,General Cargo,General Cargo Ship,Ship Shape Including Multi-Hulls,General Cargo,General Cargo,,13.2,,A31A2GX,0
9317080,PATRIOT,In Service/Commission,Bulk Carrier,30057,52454,0,32.26,,"Grain 67,756; Bale 65,601",0,Lloyd's Register (2012-04-02)LR Class: 100 A1 Survey Type: Special Survey Date: 2009-11 Class Notation: bulk carrier:ESP:ESN:*IWS:LI LR Machinery Class: LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 8965 ,Japan,200411,0,12.022,PAN,Panama,0,2150,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,67756,,,,189.99,0,354802000,,Oldendorff Carriers GmbH & Co,0,1010,Panama,0,,Tsuneishi Holdings - Fukuyama,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Tess-52,A21A2BC,0
9317107,OCEAN CROWN,In Service/Commission,Bulk Carrier,30057,52347,0,32.26,,"Grain 67,756; Bale 65,601",0,"Nippon Kaiji Kyokai (2005-03-00) NK: Special Survey Date: 2010-06-02 Class Notation: NS*(BC)(ESP)/MNS* CHG, MPP, LSA, RCF, M0, AFS",Japan,200503,0,12.022,CYP,Cyprus,0,2150,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,67756,,,,189.99,0,212909000,,Oceanfleet Shipping Ltd,0,23,Limassol,0,,Tsuneishi Holdings - Fukuyama,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Tess-52,A21A2BC,0
9317341,SIMURGH,In Service/Commission,Bulk Carrier,31385,54881,0,32.26,,"Grain 64,824; Bale 64,391",0,"Nippon Kaiji Kyokai (2005-11-00) NK: Class Notation: NS*(BC, SHC 2,4 E)/MNS* CHG, MPP, LSA, RCF, M0, AFS",Japan,200511,0,12.515,PAN,Panama,0,2488,RF,Residual Fuel,0,NN,Not Applicable,0,64824,Double Hull,DHE,,189.99,0,371616000,,Kawasaki Kisen Kaisha Ltd,0,1010,Panama,0,,Oshima Shipbuilding Co Ltd,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14,,A21A2BC,0
